id,batch,batch__name,employer_name,employer_logo_url,number,gross_total,job_title
4377,23,Nov 16-30 2021 Network Fees,Tirios Corporation (391),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,391-7,168.0,Front End Web Developer (React.js)
4376,23,Nov 16-30 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-260,224.0,TaskRabbit Full Stack Engineer
4375,23,Nov 16-30 2021 Network Fees,Twitter (452),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/cb/53/cb530b2cfbcae799db729aa2546edd63.png,452-12,1344.0,Sr. Product Designer
4374,23,Nov 16-30 2021 Network Fees,HOVER Inc. (139),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/e3/d5e3579c353184ae145c0ae058ce3014.png,139-13,291.52,Sr Front-End Engineer
4373,23,Nov 16-30 2021 Network Fees,Teladoc (292),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/22/ac/22ac988f1b4664a8d6b1d01d6c2689ea.png,292-38,1000.0,"""Senior Product Designer, Provider Experience"""
4372,23,Nov 16-30 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-40,195.0,Frontend Software Developer (React)
4371,23,Nov 16-30 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-23,438.06,Design Director-McKinsey
4370,23,Nov 16-30 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-165,500.0,"""Sr. Product Designer, Sell Side"""
4369,23,Nov 16-30 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-164,272.0,Sr Visual Designer
4368,23,Nov 16-30 2021 Network Fees,LexGo (304),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a5/0c/a50c837e2c583455dee51318b12f1368.png,304-15,21.0,Senior Product Designer
4367,23,Nov 16-30 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-81,672.0,Engineering Manager / Tech Lead
4366,23,Nov 16-30 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-92,297.5,Technical Writer
4365,23,Nov 16-30 2021 Network Fees,DataCamp (551),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/f8/faf8adff8ccdb5fe63f970476595ee6e.png,551-6,1280.0,Software Engineer (JS/TypeScript)
4364,23,Nov 16-30 2021 Network Fees,NextRoll (418),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/32/6e/326e7d7baa2ec0883353db64d326b231.png,418-17,216.0,Senior Product Designer
4363,23,Nov 16-30 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-84,112.5,Data Analyst / Growth Operations
4362,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-83,195.0,Visual Designer
4361,23,Nov 16-30 2021 Network Fees,ForeVR Games (524),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,524-4,921.6,Sr. VR Engineer
4360,23,Nov 16-30 2021 Network Fees,TrueFootage (211),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/4b/9e/4b9ead6de6ebae1621ddf4c4dd1fa274.png,211-49,128.0,Infrastructure / DevOps Engineer
4359,23,Nov 16-30 2021 Network Fees,Versusgame (152),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/6b/a7/6ba7e34d86bb08a4cb79cfb8ae8b0d1b.png,152-20,612.0,Sr. Frontend Engineer -- React.js/React Native
4358,23,Nov 16-30 2021 Network Fees,Lexmark International Inc (151),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/73/1c/731c21c740235b8d7f7890a4c133dbc2.png,151-38,432.0,"""Senior Engineer, .NET/C#"""
4357,23,Nov 16-30 2021 Network Fees,Courier (461),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/65/e0/65e011047000e5607a7b4e2f63823e6d.png,461-4,78.6,Web Designer
4356,23,Nov 16-30 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-191,400.0,Mid-Level Django Developer
4355,23,Nov 16-30 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-190,400.0,Mid-Level Django Developer
4354,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-82,128.0,Senior Visual Designer
4353,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-81,768.0,Senior Visual Designer
4352,23,Nov 16-30 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-24,360.0,Product Designer
4351,23,Nov 16-30 2021 Network Fees,PitchHub (556),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/1c/fb/1cfbfe499929b7aabb9721f485c586a9.png,556-4,93.08,Video Editor - Project Manager
4350,23,Nov 16-30 2021 Network Fees,Lucra Sports (265),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c5/ac/c5ac368ef694d0d094735485679c245a.png,265-18,1496.0,Lead iOS Developer
4349,23,Nov 16-30 2021 Network Fees,"Keller Williams Realty, Inc. (199)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/95/80/958060ba71b5b4fa3a19f38d10c53317.png,199-15,144.0,UX Designer (KW Product Team) - 6 month Contract to Hire
4348,23,Nov 16-30 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-62,272.0,"""Full Stack Web Developer - Drupal, PHP, JavaScript"""
4347,23,Nov 16-30 2021 Network Fees,Noumena Partners (146),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f1/51/f1516f2ed216783eb49080eec1d9a6ff.png,146-37,1347.32,Full Stack Developer (Backend Focus)
4346,23,Nov 16-30 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-168,200.0,"""Sr. Product Designer, Sell Side"""
4345,23,Nov 16-30 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-167,400.0,"""Sr. Product Designer, Sell Side"""
4344,23,Nov 16-30 2021 Network Fees,Goldman Sachs - Marcus (321),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ae/bb/aebb5a22021f32aed1b64194ec43cf96.png,321-17,384.0,Marcus: Cards Engineering - Apple Card (W2 & Benefits provided)
4343,23,Nov 16-30 2021 Network Fees,Pacific Western Bank (153),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/3c/cf/3ccfaf275537ebbe608c58caa28439c5.png,153-21,648.0,Sr. Product Designer (Prototyper)
4342,23,Nov 16-30 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-39,2090.0,Product Manager
4341,23,Nov 16-30 2021 Network Fees,B2B Wave (215),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/3c/103c2bc84c2a78ceaf8d6053dd780928.png,215-36,146.23,React Native Developer (Android & iOS)
4340,23,Nov 16-30 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-38,1760.0,Senior Product Designer
4339,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-80,987.5,Senior Partner Marketing Manager (contract-to-hire)
4338,23,Nov 16-30 2021 Network Fees,American Eagle Outfitters (249),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/70/0a/700a1056b716d5c04c9f2de37ace4358.png,249-30,498.75,Sr. Back End Engineer/Architect- Customer Data Platform (CDP).
4337,23,Nov 16-30 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-83,175.0,Growth - Marketing Automation
4336,23,Nov 16-30 2021 Network Fees,Noumena Partners (146),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f1/51/f1516f2ed216783eb49080eec1d9a6ff.png,146-36,1347.32,Full Stack Developer (Backend Focus)
4335,23,Nov 16-30 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-82,240.0,Growth Analytics Automation Developer
4334,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-78,4153.8,Sr. Product Designer
4333,23,Nov 16-30 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-189,336.0,Senior Full-Stack Engineer
4332,23,Nov 16-30 2021 Network Fees,"Purple, Rock, Scissors (564)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/04/93/0493a58834fd52f26b9960b36e37b4b0.png,564-3,100.0,Contract Product Owner
4331,23,Nov 16-30 2021 Network Fees,Software Habit Inc. (596),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,596-3,600.0,Senior UX/UI Designer
4330,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-190,1344.0,Senior Software Engineer - US - Remote
4329,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-189,4368.0,Senior Software Engineer - US - Remote
4328,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-188,806.4,Senior UX/UI Designer (Will Rogers - W2)
4327,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-187,2688.0,Senior UX/UI Designer (Will Rogers - W2)
4326,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-116,607.6,"""Listing Specialist - Remote, US-Based"""
4325,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-115,1195.6,"""Listing Specialist - Remote, US-Based"""
4324,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-114,588.0,"""Listing Editor - Remote, US-Based"""
4323,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-113,1276.8,"""Listing Editor - Remote, US-Based"""
4322,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-186,924.0,Senior Software Engineer
4321,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-185,5082.0,Senior Software Engineer
4320,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-112,772.8,Sr. iOS Developer - Swift
4319,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-111,3091.2,Sr. iOS Developer - Swift
4318,23,Nov 16-30 2021 Network Fees,American Eagle Outfitters (249),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/70/0a/700a1056b716d5c04c9f2de37ace4358.png,249-31,2436.0,Sr. Back End Engineer/Architect- Payment Platforms
4317,23,Nov 16-30 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-169,312.0,"""Sr Product Designer, Design System"""
4316,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-110,672.0,Sr. iOS Developer
4315,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-109,3360.0,Sr. iOS Developer
4314,23,Nov 16-30 2021 Network Fees,Teladoc (292),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/22/ac/22ac988f1b4664a8d6b1d01d6c2689ea.png,292-39,1120.0,"""Senior Product Designer, Provider Experience"""
4313,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-184,537.6,Senior Software Engineer (Anthony Daga W2)
4312,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-183,2598.4,Senior Software Engineer (Anthony Daga W2)
4311,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-182,739.2,Senior Software Engineer - US - Remote
4310,23,Nov 16-30 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-181,2464.0,Senior Software Engineer - US - Remote
4309,23,Nov 16-30 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-83,504.0,Front End Developer
4308,23,Nov 16-30 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-82,720.0,Front End Developer
4307,23,Nov 16-30 2021 Network Fees,Monax (593),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/fd/b5fd3d7b66e833ff466c1c2e7cfd9248.png,593-1,930.0,Solidity Engineer
4306,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-108,255.0,Product Manager
4305,23,Nov 16-30 2021 Network Fees,ForeVR Games (524),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,524-6,993.6,Unity Engineer
4304,23,Nov 16-30 2021 Network Fees,Rare Candy (595),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,595-2,131.47,Lead Product / UX Designer (Mobile App)
4303,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-85,672.0,Sr. Interaction Designer
4302,23,Nov 16-30 2021 Network Fees,RealPut (289),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/85/d7/85d7535fbc556c82aa91499bef45b8d4.png,289-6,1216.0,Product Designer
4301,23,Nov 16-30 2021 Network Fees,Cisco (468),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/2f/7b/2f7b8914a7cd075cd4dfefaeb19b039f.png,468-7,481.08,Design Prototyper
4300,23,Nov 16-30 2021 Network Fees,TELLab (650),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,650-1,150.0,Front End Web Developer
4298,23,Nov 16-30 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-187,315.0,Software Engineer (Test Focus)
4297,23,Nov 16-30 2021 Network Fees,Zeta Global (429),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ec/09/ec09f1e640b59a9bb9ad69ca7ccafe53.png,429-2,1408.0,Senior Product Designer
4296,23,Nov 16-30 2021 Network Fees,"TruU, Inc. (164)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/b2/b5b2dead3d3a3dfde62d6aad628f247d.png,164-51,555.97,Senior Java Engineer
4295,23,Nov 16-30 2021 Network Fees,"TruU, Inc. (164)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/b2/b5b2dead3d3a3dfde62d6aad628f247d.png,164-50,396.24,Senior Java Engineer
4294,23,Nov 16-30 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-84,640.0,Sr. Interaction Designer
4293,23,Nov 16-30 2021 Network Fees,"TruU, Inc. (164)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/b2/b5b2dead3d3a3dfde62d6aad628f247d.png,164-49,360.91,Senior Java Engineer
4292,23,Nov 16-30 2021 Network Fees,"TruU, Inc. (164)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/b2/b5b2dead3d3a3dfde62d6aad628f247d.png,164-48,572.47,Senior Java Engineer
4291,23,Nov 16-30 2021 Network Fees,"TruU, Inc. (164)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b5/b2/b5b2dead3d3a3dfde62d6aad628f247d.png,164-47,706.13,Senior Java Engineer
4290,23,Nov 16-30 2021 Network Fees,Retextion (576),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,576-10,560.0,Backend Engineer
4289,23,Nov 16-30 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-81,576.0,Backend Developer
4288,23,Nov 16-30 2021 Network Fees,BRD (394),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/75/f9/75f973ddcb924567e277461ceef9cc2e.png,394-9,684.0,Senior Software Engineer - Kotlin Multiplatform (Android) - BRD
4287,23,Nov 16-30 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-93,1440.0,Technical Writer for APIs
4286,23,Nov 16-30 2021 Network Fees,Startups.com (371),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0f/46/0f46bb261a5e75f86557d0c38fa957ca.png,371-10,880.0,"""Full-Stack Product Engineer: React/Node.js, Remote"""
4285,23,Nov 16-30 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-186,968.0,Sr Software Engineer (SDET)
4284,23,Nov 16-30 2021 Network Fees,CarGurus Inc (180),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/1f/df/1fdf324eb30a226a6d78a96702e0f575.png,180-36,1144.0,Developer - Technical Debt
4283,23,Nov 16-30 2021 Network Fees,Decentology (482),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/43/05/4305142dce4499d4927829093b9d8a36.png,482-5,325.0,Marketing Coordinator
4282,23,Nov 16-30 2021 Network Fees,Etsy (409),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ad/df/addfb6cc6101842f35b3f3867633773d.png,409-9,80.0,"""Senior Product Designer, Cross-Marketplace Experience (Option for W2 or Contract) | Etsy"""
4281,23,Nov 16-30 2021 Network Fees,Goldman Sachs - Marcus (321),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ae/bb/aebb5a22021f32aed1b64194ec43cf96.png,321-18,1996.8,Android Developer - Kotlin | RxJava (Multiple Positions)
4280,23,Nov 16-30 2021 Network Fees,ForeVR Games (524),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,524-5,791.6,Unity Engineer
4279,23,Nov 16-30 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-107,2080.0,Android Automotive Developer - Google Automotive Services
4278,23,Nov 16-30 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-40,880.0,Senior Product Owner
4277,23,Nov 16-30 2021 Network Fees,Tellimer (577),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/74/c374c57b8bb43f665c82915844cb25c9.png,577-6,180.0,Senior Software Development Engineer
4276,23,Nov 16-30 2021 Network Fees,Oak Security (458),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f1/7b/f17bb275be81d0f14674140fce0ae531.png,458-6,1733.05,Blockchain Security Auditor
4275,23,Nov 16-30 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-85,136.0,Growth - Marketing Automation
4274,23,Nov 16-30 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-41,272.0,Frontend Software Developer (React)
4273,23,Nov 16-30 2021 Network Fees,iRacing (590),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/49/09/49095e9b3053fb97b0c7124a5d8e06c3.png,590-3,180.0,Senior Web Developer - React/Redux
4299,23,Nov 16-30 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-192,384.0,QA Engineer
4448,23,Nov 16-30 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-30,120.0,Brand Design Manager
4447,23,Nov 16-30 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-29,320.0,Brand Design Manager
4446,23,Nov 16-30 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-59,340.0,"""Full Stack Web Developer - Drupal, PHP, JavaScript"""
4445,23,Nov 16-30 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-186,200.0,React Native Developer
4444,23,Nov 16-30 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-90,420.0,Sr. UX Designer (contract-to-hire)
4443,23,Nov 16-30 2021 Network Fees,B2B Wave (215),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/3c/103c2bc84c2a78ceaf8d6053dd780928.png,215-35,156.27,React Native Developer (Android & iOS)
4442,23,Nov 16-30 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fc/0c/fc0c74f3448db197e9097c346cac6d7b.png,149-81,280.0,Frontend / Mobile Engineer
4441,23,Nov 16-30 2021 Network Fees,Tellimer (577),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/74/c374c57b8bb43f665c82915844cb25c9.png,577-4,800.0,Senior Frontend Engineer (React + GraphQL)
4440,23,Nov 16-30 2021 Network Fees,BRD (394),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/75/f9/75f973ddcb924567e277461ceef9cc2e.png,394-8,684.0,Senior Software Engineer - Kotlin Multiplatform (Android) - BRD
4439,23,Nov 16-30 2021 Network Fees,Supersapiens (260),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/67/44/6744239b2a79c82543c634356d19adc2.png,260-22,850.0,Senior Android Engineer
4438,23,Nov 16-30 2021 Network Fees,PitchHub (556),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/1c/fb/1cfbfe499929b7aabb9721f485c586a9.png,556-3,118.92,Video Editor - Project Manager
4437,23,Nov 16-30 2021 Network Fees,MAJR (520),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e9/fa/e9fab1150649843435645564660d8877.png,520-7,172.5,Senior Full Stack Developer
4436,23,Nov 16-30 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-18,5201.77,Product Designer
4435,23,Nov 16-30 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-39,340.0,Frontend Software Developer (React)
4434,23,Nov 16-30 2021 Network Fees,iRacing (590),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/49/09/49095e9b3053fb97b0c7124a5d8e06c3.png,590-2,300.0,Senior Web Developer - React/Redux
4433,23,Nov 16-30 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-17,1722.6,Lead UX Designer
4432,23,Nov 16-30 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-16,1627.6,Product Designer
4431,23,Nov 16-30 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-256,280.0,TaskRabbit Full Stack Engineer
